StationId,Date,PM2.5,PM10,NO,NO2,NOx,SO2
DL029,2019-09-07,23.96,59.5,30.03,35.39,43.31,7.88
DL029,2019-09-08,25.85,57.22,14.22,26.61,25.81,5.54
DL029,2019-09-09,49.79,108.92,29.42,40.39,45.54,10.6
DL029,2019-09-10,48.05,100.14,15.12,35.9,31.44,15.82
DL029,2019-09-11,68.78,130.85,34.71,51.91,56.05,12.37
DL029,2019-09-12,50.1,95.79,20.93,35.45,35.78,13.0
DL029,2019-09-13,25.19,58.98,19.98,25.96,30.01,10.69
DL029,2019-09-14,19.0,43.29,4.89,17.82,13.47,15.71
DL029,2019-09-15,31.85,57.23,25.46,27.2,35.23,15.04
DL029,2019-09-16,48.15,100.46,63.28,39.33,72.66,11.86
DL029,2019-09-17,54.17,120.44,52.82,50.42,69.8,12.72
DL029,2019-09-18,29.54,66.85,6.86,28.21,20.75,14.04
DL029,2019-09-19,13.5,35.94,9.42,19.74,18.09,13.75
DL029,2019-09-20,24.15,62.04,33.22,31.66,43.72,11.45
DL029,2019-09-21,32.75,77.73,50.06,36.32,60.04,11.44
DL029,2019-09-22,14.94,44.81,27.73,28.26,37.69,11.36
DL029,2019-09-23,29.57,60.62,16.89,30.45,29.95,15.52
DL029,2019-09-24,32.4,71.41,24.65,34.64,38.5,14.5
DL029,2019-09-25,24.19,58.42,10.6,28.02,23.53,13.15
DL029,2019-09-26,9.43,30.92,6.29,20.39,16.02,12.54
DL029,2019-09-27,6.98,28.29,4.55,19.57,14.16,15.49
DL029,2019-09-28,13.52,38.67,11.06,21.74,20.52,13.46
DL029,2019-09-29,8.51,27.33,6.22,15.89,13.68,13.79
DL029,2019-09-30,20.96,63.44,39.84,28.41,47.46,13.46
DL029,2019-10-01,25.84,57.5,23.48,28.52,34.24,13.81
DL029,2019-10-02,28.65,67.26,32.41,30.23,42.49,15.54
DL029,2019-10-03,41.95,95.79,62.27,47.19,75.51,17.04
DL029,2019-10-04,43.68,146.35,74.41,52.93,88.94,16.4
DL029,2019-10-05,38.1,145.42,76.81,52.57,90.52,14.37
DL029,2019-10-06,57.88,163.62,70.41,62.26,90.85,15.32
DL029,2019-10-07,52.27,155.46,75.65,56.71,91.91,17.64
DL029,2019-10-08,39.6,117.78,60.03,53.81,77.72,17.78
DL029,2019-10-09,67.01,144.06,61.25,56.35,79.6,17.14
DL029,2019-10-10,82.58,169.16,51.81,67.58,78.32,20.35
DL029,2019-10-11,87.76,176.94,80.51,59.7,97.55,17.26
DL029,2019-10-12,86.48,172.05,88.23,61.22,104.7,16.9
DL029,2019-10-13,104.0,206.98,88.46,65.4,106.89,16.67
DL029,2019-10-14,95.62,192.69,100.69,63.45,116.0,16.95
DL029,2019-10-15,105.31,203.27,101.67,58.67,110.36,16.79
DL029,2019-10-16,132.0,224.44,73.29,56.74,89.84,15.53
DL029,2019-10-17,106.38,182.69,48.44,57.34,69.26,14.12
DL029,2019-10-18,81.25,167.62,30.85,43.37,47.13,14.55
DL029,2019-10-19,74.79,161.67,76.45,65.72,96.99,18.79
DL029,2019-10-20,96.9,185.77,92.89,60.63,107.78,15.89
DL029,2019-10-21,116.5,218.56,114.52,64.76,127.87,17.07
DL029,2019-10-22,89.25,196.42,82.9,61.82,100.44,17.45
DL029,2019-10-23,98.44,213.6,120.6,66.14,133.24,17.35
DL029,2019-10-24,136.69,251.08,121.82,73.2,138.28,23.08
DL029,2019-10-25,111.44,194.35,59.09,57.49,78.1,16.83
DL029,2019-10-26,115.19,209.44,94.75,64.72,111.71,12.82
DL029,2019-10-27,149.71,249.73,87.32,64.1,105.02,14.9
DL029,2019-10-28,284.02,404.31,84.36,69.04,106.08,17.18
DL029,2019-10-29,273.35,400.29,132.11,74.18,147.19,15.9
DL029,2019-10-30,267.73,396.67,191.18,74.82,197.5,15.24
DL029,2019-10-31,319.43,458.57,184.67,81.65,193.96,15.86
DL029,2019-11-01,398.18,556.42,153.58,89.92,172.81,16.29
DL029,2019-11-02,347.5,473.75,119.79,70.16,134.71,13.78
DL029,2019-11-03,603.37,613.39,105.54,64.63,120.52,9.79
DL029,2019-11-04,288.17,389.27,131.96,67.44,143.13,12.32
DL029,2019-11-05,206.08,301.9,104.36,63.65,118.86,14.93
DL029,2019-11-06,90.12,169.4,129.83,68.1,143.14,13.35
DL029,2019-11-07,183.44,283.79,68.19,65.04,90.39,11.82
DL029,2019-11-08,151.81,263.1,160.43,80.28,175.5,17.74
DL029,2019-11-09,151.04,251.89,155.91,67.5,163.08,17.44
DL029,2019-11-10,205.12,300.6,111.28,73.47,129.35,20.92
DL029,2019-11-11,235.74,334.15,137.58,82.45,155.86,20.78
DL029,2019-11-12,349.52,465.62,130.1,88.39,153.38,14.27
DL029,2019-11-13,396.98,536.84,134.84,91.91,158.72,15.99
DL029,2019-11-14,404.17,566.83,156.01,105.13,183.52,20.85
DL029,2019-11-15,480.62,629.53,117.2,89.34,143.03,19.27
DL029,2019-11-16,189.47,304.27,112.63,64.32,125.98,15.71
DL029,2019-11-17,108.01,176.04,64.45,52.3,80.76,12.81
DL029,2019-11-18,108.92,176.86,84.42,57.67,99.54,14.11
DL029,2019-11-19,126.9,193.23,156.37,54.1,156.06,14.2
DL029,2019-11-20,136.81,251.35,130.31,108.48,163.24,7.39
DL029,2019-11-21,203.79,320.26,167.34,105.49,192.47,16.95
DL029,2019-11-22,183.66,308.27,149.55,96.45,172.76,17.39
DL029,2019-11-23,143.68,257.49,162.88,76.46,173.74,12.15
DL029,2019-11-24,121.16,209.4,120.89,72.83,137.2,16.04
DL029,2019-11-25,114.88,189.27,60.84,58.26,80.87,12.28
DL029,2019-11-26,104.53,195.79,86.91,67.01,106.34,20.73
DL029,2019-11-27,58.89,117.86,47.25,52.63,66.37,13.98
DL029,2019-11-28,24.88,42.72,7.91,30.71,22.83,14.82
DL029,2019-11-29,53.56,105.02,74.84,50.3,87.97,15.89
DL029,2019-11-30,107.04,182.77,117.13,58.39,126.56,14.58
DL029,2019-12-01,137.9,212.15,94.75,53.33,105.69,11.19
DL029,2019-12-02,141.38,221.44,120.36,61.82,132.48,19.06
DL029,2019-12-03,144.99,236.69,146.07,66.27,154.65,17.58
DL029,2019-12-04,150.26,239.38,134.94,64.57,144.48,14.13
DL029,2019-12-05,255.42,375.43,182.02,86.93,194.68,17.71
DL029,2019-12-06,260.12,376.88,200.99,64.67,199.99,19.61
DL029,2019-12-07,237.31,333.88,184.99,53.43,179.61,16.31
DL029,2019-12-08,247.15,356.75,205.1,60.65,199.08,19.08
DL029,2019-12-09,221.33,314.23,170.89,57.49,169.79,19.76
DL029,2019-12-10,230.31,344.19,163.49,68.32,169.79,21.08
DL029,2019-12-11,286.29,403.85,160.75,78.74,172.92,24.79
DL029,2019-12-12,270.21,375.71,87.61,59.55,103.55,19.41
DL029,2019-12-13,103.54,164.15,49.43,38.02,60.61,6.9
DL029,2019-12-14,92.61,160.23,75.11,37.92,81.55,11.16
DL029,2019-12-15,119.22,205.29,120.43,37.64,118.18,13.5
DL029,2019-12-16,111.36,177.91,82.87,28.4,82.83,9.39
DL029,2019-12-17,112.75,176.23,112.88,25.15,106.75,9.82
DL029,2019-12-18,160.55,238.25,78.77,42.72,87.03,10.09
DL029,2019-12-19,279.5,396.71,93.21,47.65,101.39,8.52
DL029,2019-12-20,356.81,507.25,115.02,60.51,126.32,9.62
DL029,2019-12-21,285.19,432.23,154.38,50.86,152.94,10.14
DL029,2019-12-22,172.5,257.11,79.55,38.69,85.45,12.13
DL029,2019-12-23,196.17,278.52,89.58,35.13,91.7,9.61
DL029,2019-12-24,285.42,443.95,112.5,58.52,123.82,9.75
DL029,2019-12-25,196.14,309.62,101.31,37.54,102.47,5.12
DL029,2019-12-26,230.54,355.06,86.87,43.96,94.01,5.66
DL029,2019-12-27,260.21,408.27,96.7,55.76,108.71,8.7
DL029,2019-12-28,267.56,427.56,129.92,42.97,128.29,7.78
DL029,2019-12-29,360.54,562.21,101.43,63.91,116.53,8.33
DL029,2019-12-30,328.26,503.04,102.53,54.65,112.68,5.21
DL029,2019-12-31,219.96,316.98,53.46,33.88,66.97,5.62
DL029,2020-01-01,294.04,403.02,125.29,43.78,124.75,14.34
DL029,2020-01-02,277.43,391.52,149.18,50.93,148.6,18.97
DL029,2020-01-03,232.53,343.75,199.05,42.18,185.6,15.2
DL029,2020-01-04,235.92,351.96,206.24,67.96,204.26,16.24
DL029,2020-01-05,189.12,289.19,96.58,62.51,112.0,9.82
DL029,2020-01-06,169.1,250.98,66.43,49.99,80.95,12.68
DL029,2020-01-07,118.81,159.48,21.3,46.02,41.91,14.35
DL029,2020-01-08,115.49,144.05,55.5,36.78,64.98,9.61
DL029,2020-01-09,107.62,186.65,,,,4.48
DL029,2020-01-10,168.42,278.75,262.41,80.55,254.58,9.92
DL029,2020-01-11,171.96,283.94,163.87,52.39,160.65,26.48
DL029,2020-01-12,211.33,320.44,235.9,73.23,235.85,14.83
DL029,2020-01-13,206.6,285.85,133.71,46.31,135.13,17.6
DL029,2020-01-14,118.96,185.56,126.02,62.96,138.94,14.43
DL029,2020-01-15,127.94,215.67,134.96,82.57,154.14,20.82
DL029,2020-01-16,159.67,236.85,113.5,70.31,129.34,24.35
DL029,2020-01-17,127.53,217.67,154.48,30.7,138.88,22.16
DL029,2020-01-18,142.21,242.06,116.28,46.07,119.24,20.12
DL029,2020-01-19,143.58,210.17,67.35,31.65,71.21,15.15
DL029,2020-01-20,158.14,243.75,121.62,40.42,119.37,22.32
DL029,2020-01-21,202.24,275.81,115.12,35.24,106.63,20.41
DL029,2020-01-22,221.7,322.52,168.88,38.18,152.9,23.6
DL029,2020-01-23,89.56,176.92,56.76,53.92,73.11,17.31
DL029,2020-01-24,95.48,176.83,94.7,100.7,130.59,20.98
DL029,2020-01-25,133.66,220.77,158.81,92.81,179.4,18.72
DL029,2020-01-26,184.27,266.69,141.6,65.16,148.65,18.26
DL029,2020-01-27,183.02,256.48,113.75,74.72,125.73,18.89
DL029,2020-01-28,96.46,126.15,27.06,47.87,47.24,14.31
DL029,2020-01-29,85.12,170.12,93.44,59.65,107.81,14.72
DL029,2020-01-30,119.21,255.56,110.93,72.83,132.63,17.5
DL029,2020-01-31,108.42,206.79,80.95,69.07,102.69,16.59
DL029,2020-02-01,104.04,186.69,85.23,64.73,103.63,15.32
DL029,2020-02-02,143.21,243.21,109.74,67.18,125.24,16.9
DL029,2020-02-03,133.35,227.54,124.78,70.28,139.05,17.08
DL029,2020-02-04,160.69,257.2,124.63,77.08,142.35,19.83
DL029,2020-02-05,144.85,243.06,109.1,79.21,131.32,21.07
DL029,2020-02-06,119.51,210.73,98.19,70.75,118.5,17.92
DL029,2020-02-07,142.7,225.04,92.67,73.09,114.07,18.55
DL029,2020-02-08,163.77,251.19,100.29,68.98,118.43,22.3
DL029,2020-02-09,171.67,267.98,113.27,73.91,131.69,22.96
DL029,2020-02-10,164.66,267.19,115.36,72.45,133.1,18.84
DL029,2020-02-11,179.9,274.05,189.05,60.5,186.23,21.8
DL029,2020-02-12,150.65,276.93,75.81,86.79,106.91,29.85
DL029,2020-02-13,105.56,192.06,55.62,59.59,76.92,24.81
DL029,2020-02-14,78.96,165.88,46.45,52.64,66.06,21.58
DL029,2020-02-15,95.02,187.1,77.28,70.66,100.72,26.72
DL029,2020-02-16,135.27,228.98,76.64,73.53,101.15,24.98
DL029,2020-02-17,165.02,272.0,151.69,76.04,163.96,24.15
DL029,2020-02-18,137.19,228.94,82.33,80.06,109.54,30.97
DL029,2020-02-19,106.1,171.75,66.14,53.67,82.61,24.36
DL029,2020-02-20,95.04,158.79,5.19,38.11,24.56,18.47
DL029,2020-02-21,44.15,62.48,3.59,26.01,16.73,13.01
DL029,2020-02-22,51.92,83.56,22.23,61.26,50.67,16.89
DL029,2020-02-23,94.67,159.71,90.35,62.83,108.6,19.73
DL029,2020-02-24,67.39,135.65,103.23,60.78,116.25,21.85
DL029,2020-02-25,136.61,221.75,,,,23.74
DL029,2020-02-26,115.95,202.05,82.84,92.54,116.57,20.13
DL029,2020-02-27,88.52,135.96,27.89,60.44,54.92,16.33
DL029,2020-02-28,77.21,112.23,6.1,32.32,22.27,13.52
DL029,2020-02-29,53.6,80.71,7.42,33.98,23.17,13.57
DL029,2020-03-01,32.71,83.71,52.65,55.45,69.78,13.22
DL029,2020-03-02,85.14,158.48,103.58,73.58,123.86,22.42
DL029,2020-03-03,75.47,150.69,107.2,68.97,123.59,20.01
DL029,2020-03-04,67.61,131.6,47.46,59.07,70.07,19.52
DL029,2020-03-05,23.57,54.57,20.87,37.24,36.9,11.73
DL029,2020-03-06,15.08,29.44,14.45,37.8,31.76,8.39
DL029,2020-03-07,37.33,90.73,58.29,47.67,72.68,11.75
DL029,2020-03-08,62.65,148.49,112.72,61.66,124.49,14.84
DL029,2020-03-09,65.94,163.04,90.69,70.93,110.52,17.94
DL029,2020-03-10,80.6,137.15,19.82,44.11,39.66,23.5
DL029,2020-03-11,48.44,84.46,13.7,35.62,30.14,15.43
DL029,2020-03-12,49.46,127.23,47.6,53.06,66.93,13.47
DL029,2020-03-13,56.85,179.08,78.72,60.95,96.27,13.7
DL029,2020-03-14,26.28,54.0,11.67,24.49,22.55,9.71
DL029,2020-03-15,,,,,,
DL029,2020-03-16,48.29,162.58,133.19,83.33,152.81,8.03
DL029,2020-03-17,70.38,180.94,104.43,69.2,121.38,15.57
DL029,2020-03-18,59.25,160.44,103.23,77.37,125.31,13.92
DL029,2020-03-19,77.19,158.56,77.89,66.67,98.84,16.31
DL029,2020-03-20,76.23,141.35,54.63,63.0,75.46,21.2
DL029,2020-03-21,71.2,147.33,100.0,88.81,127.32,19.84
DL029,2020-03-22,69.05,106.02,23.44,31.19,33.21,15.21
DL029,2020-03-23,43.35,80.25,25.63,37.23,36.79,18.02
DL029,2020-03-24,42.88,78.54,23.15,37.59,38.91,15.78
DL029,2020-03-25,29.57,56.29,16.84,26.09,27.66,9.9
DL029,2020-03-26,44.84,80.71,19.71,23.6,28.38,16.33
DL029,2020-03-27,24.04,41.27,17.3,16.66,22.98,8.54
DL029,2020-03-28,15.43,32.02,16.4,20.22,24.12,7.25
DL029,2020-03-29,25.24,48.44,7.71,13.59,13.14,8.65
DL029,2020-03-30,38.17,63.67,7.22,19.74,16.22,14.4
DL029,2020-03-31,67.0,90.0,3.1,20.7,13.6,17.6
DL029,2020-04-01,,,,,,
DL029,2020-04-02,,,,,,
DL029,2020-04-03,,,,,,
DL029,2020-04-04,,,,,,
DL029,2020-04-05,,,,,,
DL029,2020-04-06,,,,,,
DL029,2020-04-07,15.57,70.5,11.01,17.9,19.73,1.32
DL029,2020-04-08,27.02,68.62,4.49,21.52,15.09,4.3
DL029,2020-04-09,24.37,59.24,3.62,26.77,17.23,5.88
DL029,2020-04-10,57.42,97.69,4.02,29.17,18.8,
DL029,2020-04-11,,,,,,
DL029,2020-04-12,,,,,,
DL029,2020-04-13,,,,,,
DL029,2020-04-14,32.25,102.93,2.63,23.78,14.81,
DL029,2020-04-15,55.5,138.75,0.62,27.9,15.32,
DL029,2020-04-16,,,,,,
DL029,2020-04-17,17.44,45.29,2.93,18.2,12.06,
DL029,2020-04-18,29.0,78.5,2.19,12.56,8.48,
DL029,2020-04-19,,,,,,
DL029,2020-04-20,4.86,34.27,3.76,18.34,12.81,
DL029,2020-04-21,26.08,58.33,2.18,16.52,10.55,
DL029,2020-04-22,16.62,58.29,3.65,29.02,18.43,4.79
DL029,2020-04-23,38.04,88.27,2.88,29.95,18.25,11.16
DL029,2020-04-24,137.36,219.68,2.68,51.88,29.55,
DL029,2020-04-25,55.17,109.44,2.8,22.62,13.93,
DL029,2020-04-26,53.5,166.0,2.2,23.1,14.07,
DL029,2020-04-27,,,,,,
DL029,2020-04-28,,,,,,
DL029,2020-04-29,,,,,,
DL029,2020-04-30,39.45,91.19,3.45,24.32,15.47,
DL029,2020-05-01,53.0,88.0,1.95,39.95,22.98,
DL029,2020-05-02,,,,,,
DL029,2020-05-03,,,,,,
DL029,2020-05-04,,,,,,
DL029,2020-05-05,,,,,,
DL029,2020-05-06,43.54,114.65,3.05,35.59,21.42,
DL029,2020-05-07,58.67,133.17,2.11,32.24,18.9,
DL029,2020-05-08,33.62,95.27,2.68,25.28,15.63,
DL029,2020-05-09,61.25,98.83,2.13,27.42,16.29,
DL029,2020-05-10,,,,,,
DL029,2020-05-11,56.0,89.0,5.3,20.7,15.3,
DL029,2020-05-12,,,,,,
DL029,2020-05-13,59.92,140.83,5.39,64.93,38.95,
DL029,2020-05-14,39.9,90.21,9.41,53.56,36.16,
DL029,2020-05-15,53.69,103.08,10.55,61.78,41.46,
DL029,2020-05-16,84.44,143.72,8.96,55.86,36.87,
DL029,2020-05-17,74.08,143.52,10.4,55.63,37.98,
DL029,2020-05-18,92.25,165.43,11.35,65.23,43.86,
DL029,2020-05-19,81.32,164.31,22.32,72.38,56.41,
DL029,2020-05-20,64.35,138.61,17.29,64.57,48.37,
DL029,2020-05-21,44.2,137.77,22.03,63.64,51.87,
DL029,2020-05-22,67.85,163.9,23.95,76.36,60.44,
DL029,2020-05-23,51.83,168.75,31.9,68.42,62.2,
DL029,2020-05-24,44.38,161.19,14.2,50.88,38.7,
DL029,2020-05-25,53.66,143.42,15.57,56.85,42.82,
DL029,2020-05-26,33.85,149.61,26.9,65.77,56.87,
DL029,2020-05-27,33.27,150.48,20.61,44.34,40.24,
DL029,2020-05-28,27.34,190.46,4.33,13.87,10.93,
DL029,2020-05-29,18.43,47.12,4.0,17.45,12.56,
DL029,2020-05-30,18.03,42.17,11.1,28.42,24.26,
DL029,2020-05-31,15.67,30.35,6.2,19.69,15.51,
DL029,2020-06-01,28.94,59.65,8.24,34.69,25.16,
DL029,2020-06-02,34.62,78.48,21.16,54.09,46.2,
DL029,2020-06-03,41.49,95.21,16.73,52.42,41.44,18.54
DL029,2020-06-04,56.35,115.29,22.63,51.21,45.69,59.45
DL029,2020-06-05,30.29,63.44,22.37,47.27,43.38,
DL029,2020-06-06,25.77,53.25,13.18,33.96,28.75,
DL029,2020-06-07,31.48,68.29,14.95,41.73,34.21,
DL029,2020-06-08,36.04,75.93,19.98,52.07,43.93,
DL029,2020-06-09,50.77,110.17,33.09,63.43,59.95,
DL029,2020-06-10,45.77,126.73,38.09,68.2,67.38,
DL029,2020-06-11,40.1,98.06,22.84,51.24,46.13,
DL029,2020-06-12,55.25,117.0,22.88,49.25,44.3,
DL029,2020-06-13,43.46,105.59,16.74,38.51,34.21,
DL029,2020-06-14,58.08,120.71,10.61,41.34,30.54,
DL029,2020-06-15,39.58,99.71,32.94,58.92,58.2,
DL029,2020-06-16,31.27,83.1,20.6,36.33,36.03,16.05
DL029,2020-06-17,25.69,67.94,4.43,13.2,10.65,17.33
DL029,2020-06-18,29.31,80.42,11.97,24.96,23.28,16.07
DL029,2020-06-19,47.27,186.65,20.47,25.86,30.59,19.18
DL029,2020-06-20,28.35,88.79,18.41,29.37,30.68,14.45
DL029,2020-06-21,30.96,76.85,22.97,34.52,37.2,10.76
DL029,2020-06-22,34.65,64.44,17.86,38.33,34.91,14.54
DL029,2020-06-23,21.69,38.83,3.84,13.05,10.01,13.81
DL029,2020-06-24,24.58,41.15,5.52,13.82,11.9,11.97
DL029,2020-06-25,29.23,70.56,40.14,42.77,55.48,14.87
DL029,2020-06-26,44.5,99.94,39.88,42.48,55.02,15.1
DL029,2020-06-27,32.6,136.67,43.02,36.14,54.33,17.66
DL029,2020-06-28,46.23,270.65,37.47,32.0,47.48,15.1
DL029,2020-06-29,31.85,161.29,25.88,23.24,33.35,14.96
DL029,2020-06-30,33.12,71.6,6.9,14.97,13.6,12.9
DL029,2020-07-01,42.5,90.0,2.9,18.7,12.3,11.6
DL030,2018-11-11,231.55,353.79,11.03,28.56,39.58,
DL030,2018-11-12,257.0,388.36,10.99,28.55,39.54,
DL030,2018-11-13,254.66,364.94,13.53,29.25,42.79,
DL030,2018-11-14,147.2,202.59,12.47,28.97,41.44,
DL030,2018-11-15,95.61,144.64,11.71,28.67,40.38,
DL030,2018-11-16,135.45,187.95,10.85,28.49,39.34,
DL030,2018-11-17,133.81,201.86,10.77,28.41,39.18,
DL030,2018-11-18,150.33,230.97,10.77,28.44,39.22,
DL030,2018-11-19,185.42,252.24,10.66,28.38,39.04,
DL030,2018-11-20,214.42,292.38,10.85,28.43,39.28,
DL030,2018-11-21,212.06,281.44,10.9,28.43,39.33,
DL030,2018-11-22,125.56,196.49,10.77,28.41,39.18,
DL030,2018-11-23,203.26,278.68,10.89,28.42,39.31,
DL030,2018-11-24,112.42,172.99,10.87,28.45,39.32,
DL030,2018-11-25,125.1,184.76,10.88,28.47,39.35,
DL030,2018-11-26,212.55,282.66,10.93,28.42,39.35,
DL030,2018-11-27,147.6,194.3,12.26,28.88,41.14,
DL030,2018-11-28,195.58,235.6,12.02,28.51,30.58,
DL030,2018-11-29,,,,,,
DL030,2018-11-30,,,,,,
DL030,2018-12-01,,,,,,
DL030,2018-12-02,,,,,,
DL030,2018-12-03,117.65,208.74,115.28,56.08,110.91,
DL030,2018-12-04,164.69,268.52,119.58,47.21,145.19,
DL030,2018-12-05,153.09,265.92,47.59,52.21,99.8,
DL030,2018-12-06,162.0,272.95,58.16,63.01,121.18,
DL030,2018-12-07,166.59,274.31,32.12,42.26,74.39,
DL030,2018-12-08,173.81,280.05,38.96,47.48,86.45,
DL030,2018-12-09,161.65,253.26,45.7,58.88,104.58,
DL030,2018-12-10,219.77,352.95,51.98,64.82,116.8,
DL030,2018-12-11,200.33,314.56,43.55,59.98,103.53,
DL030,2018-12-12,168.16,251.93,32.84,50.45,83.29,
DL030,2018-12-13,70.86,115.82,12.85,26.94,39.79,
DL030,2018-12-14,79.68,133.76,10.91,25.59,36.48,
DL030,2018-12-15,86.32,153.81,10.49,25.52,36.01,
DL030,2018-12-16,107.53,177.06,12.41,26.49,38.9,
DL030,2018-12-17,129.31,236.18,27.07,38.21,65.27,
DL030,2018-12-18,159.86,268.86,25.41,35.71,61.12,
DL030,2018-12-19,148.21,235.74,22.59,37.7,60.28,
DL030,2018-12-20,196.17,308.0,52.3,56.1,108.4,
DL030,2018-12-21,207.35,322.6,40.69,48.97,89.66,
DL030,2018-12-22,264.78,413.44,47.6,61.41,109.01,
DL030,2018-12-23,293.08,448.55,81.18,75.93,157.12,
DL030,2018-12-24,255.64,390.93,44.14,51.65,95.79,
DL030,2018-12-25,229.57,342.49,43.57,44.26,87.84,
DL030,2018-12-26,182.36,295.13,55.57,50.43,106.0,
DL030,2018-12-27,188.74,301.6,49.31,54.55,103.77,
DL030,2018-12-28,195.57,311.99,14.61,28.75,43.35,
DL030,2018-12-29,202.83,319.89,38.03,41.14,79.17,
DL030,2018-12-30,254.67,397.36,70.21,63.38,133.59,
DL030,2018-12-31,275.68,425.45,53.71,53.57,107.29,
DL030,2019-01-01,231.69,371.73,52.16,52.36,104.52,
DL030,2019-01-02,233.94,366.09,58.65,61.65,119.22,
DL030,2019-01-03,300.74,461.59,53.18,54.22,107.4,
DL030,2019-01-04,187.71,303.15,18.77,33.54,52.3,
DL030,2019-01-05,178.44,290.01,28.99,39.66,68.64,
DL030,2019-01-06,124.65,,11.01,29.12,40.14,
DL030,2019-01-07,133.54,210.0,19.67,29.6,49.27,
DL030,2019-01-08,106.61,170.47,11.12,23.61,34.73,
DL030,2019-01-09,102.5,167.88,10.35,24.21,34.56,
DL030,2019-01-10,117.86,194.84,22.68,33.18,55.86,
DL030,2019-01-11,188.34,285.73,55.36,59.62,114.98,
DL030,2019-01-12,199.25,298.59,45.15,60.68,105.83,
DL030,2019-01-13,190.22,279.6,32.18,47.84,80.02,
DL030,2019-01-14,63.56,108.68,8.23,21.65,29.88,
DL030,2019-01-15,107.13,163.75,22.35,33.63,54.74,
DL030,2019-01-16,189.05,267.98,76.77,96.88,173.64,
DL030,2019-01-17,266.76,375.55,74.83,91.48,166.31,
DL030,2019-01-18,207.18,298.99,38.62,60.25,98.86,
DL030,2019-01-19,230.91,333.35,87.78,88.81,176.21,
DL030,2019-01-20,215.72,305.23,111.28,121.95,233.25,
DL030,2019-01-21,122.36,179.86,32.51,60.28,92.78,
DL030,2019-01-22,39.15,49.19,6.72,27.21,33.93,
DL030,2019-01-23,106.85,159.86,31.14,41.39,72.53,
DL030,2019-01-24,93.14,144.11,23.92,39.04,62.96,
DL030,2019-01-25,63.18,95.04,8.61,29.16,37.77,
DL030,2019-01-26,60.2,106.53,6.18,24.0,30.18,
DL030,2019-01-27,93.03,138.75,5.27,23.15,28.43,
DL030,2019-01-28,75.88,110.21,8.36,34.31,42.67,
DL030,2019-01-29,101.94,154.34,14.62,36.65,51.27,
DL030,2019-01-30,166.34,239.24,48.15,60.69,108.83,
DL030,2019-01-31,149.43,215.0,63.24,77.66,140.9,
DL030,2019-02-01,118.59,171.39,9.84,37.81,47.65,
DL030,2019-02-02,137.03,194.27,7.77,23.33,31.1,
DL030,2019-02-03,104.55,152.96,11.74,23.48,35.22,
DL030,2019-02-04,95.39,145.27,36.3,46.22,82.51,
DL030,2019-02-05,168.77,255.32,109.76,102.3,211.26,
DL030,2019-02-06,110.78,176.66,28.24,46.91,75.15,
DL030,2019-02-07,46.49,69.06,4.9,17.44,22.34,
DL030,2019-02-08,57.03,93.9,13.83,26.43,40.26,
DL030,2019-02-09,53.26,96.51,8.34,22.18,30.52,
DL030,2019-02-10,101.93,164.59,29.98,37.46,67.44,
DL030,2019-02-11,125.66,212.99,43.15,55.09,90.36,
DL030,2019-02-12,158.16,251.02,9.13,72.67,38.28,
DL030,2019-02-13,120.35,181.9,27.96,66.6,94.56,
DL030,2019-02-14,110.0,164.17,17.81,56.18,73.98,
DL030,2019-02-15,88.62,134.13,13.38,44.37,57.75,
DL030,2019-02-16,,,,,,
DL030,2019-02-17,,,,,,
DL030,2019-02-18,,,,,,
DL030,2019-02-19,108.44,184.76,23.53,63.57,87.09,
DL030,2019-02-20,80.23,138.36,32.75,64.08,96.83,
DL030,2019-02-21,53.08,106.98,32.01,51.92,83.93,
DL030,2019-02-22,51.9,98.52,18.32,31.75,50.07,
DL030,2019-02-23,29.02,56.46,5.19,23.66,28.86,
DL030,2019-02-24,56.95,92.39,8.71,33.26,41.97,
DL030,2019-02-25,55.11,96.33,14.56,51.88,66.44,
DL030,2019-02-26,40.97,73.05,12.47,46.77,59.24,
DL030,2019-02-27,31.53,58.24,6.56,33.54,40.11,
DL030,2019-02-28,58.36,102.72,26.67,44.47,71.15,
DL030,2019-03-01,59.28,100.48,20.22,43.29,63.51,
DL030,2019-03-02,66.44,104.5,32.74,65.09,97.83,
DL030,2019-03-03,48.11,71.65,18.36,40.78,59.15,
DL030,2019-03-04,82.29,126.7,45.19,47.94,93.13,
DL030,2019-03-05,36.58,61.06,6.3,29.07,35.37,
DL030,2019-03-06,54.95,95.54,20.58,40.0,60.57,
DL030,2019-03-07,63.44,119.35,37.27,51.28,88.55,
DL030,2019-03-08,59.46,108.51,19.73,45.76,65.49,
DL030,2019-03-09,51.96,95.38,10.73,34.42,45.15,
DL030,2019-03-10,45.59,84.73,10.46,33.32,43.78,
DL030,2019-03-11,68.06,132.08,19.19,49.82,69.01,
DL030,2019-03-12,42.82,83.51,6.8,32.41,39.2,
DL030,2019-03-13,68.39,145.49,14.28,52.22,66.5,
DL030,2019-03-14,79.19,132.47,22.71,46.43,69.14,
DL030,2019-03-15,49.82,85.31,14.61,31.97,46.58,
DL030,2019-03-16,41.48,76.97,5.17,25.03,30.2,
DL030,2019-03-17,60.56,103.71,10.06,33.24,43.3,
DL030,2019-03-18,75.45,114.16,13.82,36.18,50.01,
DL030,2019-03-19,72.76,133.64,27.32,48.1,75.43,
