Date,StationId,PM2.5,PM10,NO,NO2,NOx,SO2
2019-08-07,DL034,31.02,114.57,42.4,29.51,48.46,14.4
2019-08-08,DL034,20.7,233.23,17.19,25.46,26.7,14.02
2019-08-09,DL034,16.75,246.68,12.98,26.6,24.51,15.22
2019-08-10,DL034,19.54,210.85,10.11,36.52,27.13,14.14
2019-08-11,DL034,30.02,234.22,8.47,62.28,39.59,15.12
2019-08-12,DL034,17.28,71.85,24.21,50.24,45.69,14.66
2019-08-13,DL034,17.1,68.93,18.56,28.34,29.89,14.44
2019-08-14,DL034,31.21,61.36,36.92,38.73,47.92,14.93
2019-08-15,DL034,26.35,63.94,21.9,25.22,31.13,14.81
2019-08-16,DL034,13.32,57.14,16.13,19.01,23.05,14.2
2019-08-17,DL034,8.96,21.92,10.53,13.6,15.59,15.37
2019-08-18,DL034,11.62,31.29,18.26,21.2,25.91,14.6
2019-08-19,DL034,34.98,116.0,28.62,43.09,45.68,14.85
2019-08-20,DL034,40.78,111.56,29.41,58.83,54.53,14.98
2019-08-21,DL034,43.97,202.53,23.71,64.72,53.06,15.16
2019-08-22,DL034,44.33,318.88,39.72,87.31,76.94,15.65
2019-08-23,DL034,49.84,303.57,37.65,67.6,65.4,16.69
2019-08-24,DL034,66.85,336.82,32.94,62.03,61.61,16.56
2019-08-25,DL034,29.99,158.18,12.3,25.88,23.71,15.15
2019-08-26,DL034,24.11,227.53,20.88,56.33,46.4,16.2
2019-08-27,DL034,44.51,298.83,39.34,55.59,60.78,16.46
2019-08-28,DL034,41.46,229.94,26.34,46.47,45.61,10.33
2019-08-29,DL034,43.82,247.65,15.97,34.11,30.83,4.44
2019-08-30,DL034,53.78,315.31,21.11,39.76,37.9,5.09
2019-08-31,DL034,54.08,194.79,33.17,48.95,52.36,5.13
2019-09-01,DL034,29.54,152.68,15.19,55.74,41.44,4.7
2019-09-02,DL034,53.77,283.02,14.86,50.57,38.57,5.39
2019-09-03,DL034,76.64,309.21,22.79,46.9,42.98,7.9
2019-09-04,DL034,81.91,313.01,21.08,46.9,41.62,7.02
2019-09-05,DL034,38.19,282.93,27.17,31.55,38.52,6.8
2019-09-06,DL034,33.51,154.24,21.71,35.65,36.23,6.7
2019-09-07,DL034,33.29,155.56,20.9,33.21,34.31,6.37
2019-09-08,DL034,33.69,115.91,17.97,34.08,32.67,6.54
2019-09-09,DL034,57.92,239.2,30.45,43.47,47.59,6.47
2019-09-10,DL034,66.7,287.14,24.24,51.98,46.8,6.28
2019-09-11,DL034,85.4,357.67,29.19,55.37,52.97,6.4
2019-09-12,DL034,68.19,344.71,12.15,40.4,31.07,5.98
2019-09-13,DL034,41.79,215.11,21.91,41.99,39.51,6.2
2019-09-14,DL034,30.4,206.91,13.2,34.8,28.83,6.14
2019-09-15,DL034,39.82,212.81,18.3,42.89,37.26,6.46
2019-09-16,DL034,60.93,253.43,25.17,63.25,52.61,6.45
2019-09-17,DL034,60.97,217.01,22.55,63.42,51.45,6.36
2019-09-18,DL034,42.16,221.09,9.44,88.22,53.92,7.43
2019-09-19,DL034,30.86,196.8,17.15,32.65,29.76,6.13
2019-09-20,DL034,49.72,323.94,31.68,38.69,45.8,6.58
2019-09-21,DL034,41.78,216.34,23.1,34.6,36.8,6.44
2019-09-22,DL034,28.07,84.39,20.15,21.48,27.56,6.62
2019-09-23,DL034,31.72,200.41,19.29,34.93,33.92,6.7
2019-09-24,DL034,48.43,328.3,20.32,74.94,49.93,6.29
2019-09-25,DL034,38.92,318.34,9.16,27.71,22.02,4.36
2019-09-26,DL034,29.56,269.3,31.39,44.18,46.59,3.97
2019-09-27,DL034,35.71,266.57,26.37,49.53,47.22,4.09
2019-09-28,DL034,33.68,271.64,33.08,54.42,55.14,3.87
2019-09-29,DL034,27.23,209.23,19.91,46.72,40.63,4.04
2019-09-30,DL034,40.83,266.55,30.82,65.04,58.91,4.55
2019-10-01,DL034,45.14,267.15,30.22,64.11,57.81,4.39
2019-10-02,DL034,48.29,216.59,45.04,66.72,71.21,5.21
2019-10-03,DL034,63.32,234.9,61.7,88.33,95.8,5.34
2019-10-04,DL034,41.29,102.1,25.37,76.48,60.54,4.78
2019-10-05,DL034,42.4,193.12,62.3,80.33,91.32,5.36
2019-10-06,DL034,61.99,242.55,40.73,81.52,75.44,4.72
2019-10-07,DL034,56.97,195.73,12.46,79.81,51.91,4.2
2019-10-08,DL034,49.91,267.68,42.28,74.71,73.1,4.4
2019-10-09,DL034,95.01,358.46,123.36,98.51,150.42,4.57
2019-10-10,DL034,101.65,375.29,132.08,91.96,153.96,3.73
2019-10-11,DL034,109.5,336.74,42.46,69.0,70.29,2.97
2019-10-12,DL034,115.44,330.57,54.09,71.68,80.97,3.14
2019-10-13,DL034,126.77,325.65,72.82,73.72,97.05,3.44
2019-10-14,DL034,119.91,323.27,80.75,78.67,105.36,3.51
2019-10-15,DL034,145.45,376.16,101.53,93.95,130.61,4.12
2019-10-16,DL034,160.88,380.04,35.99,68.28,64.8,2.14
2019-10-17,DL034,127.73,367.8,27.54,58.95,53.1,1.7
2019-10-18,DL034,108.26,301.69,12.38,43.93,32.62,1.47
2019-10-19,DL034,88.64,296.18,49.23,75.45,78.95,2.42
2019-10-20,DL034,121.73,363.74,50.69,66.58,75.61,2.68
2019-10-21,DL034,158.94,474.06,61.35,76.32,89.23,3.96
2019-10-22,DL034,113.25,433.33,34.65,62.65,60.72,4.21
2019-10-23,DL034,139.55,359.61,81.58,86.36,110.33,5.47
2019-10-24,DL034,183.43,543.81,166.25,124.27,198.45,7.64
2019-10-25,DL034,152.24,511.82,75.78,80.05,102.73,5.33
2019-10-26,DL034,161.99,513.33,69.87,74.46,95.07,5.34
2019-10-27,DL034,192.26,358.03,43.1,56.46,64.24,5.28
2019-10-28,DL034,319.22,492.6,29.56,56.22,53.28,5.82
2019-10-29,DL034,273.81,502.31,58.32,74.46,85.84,5.72
2019-10-30,DL034,287.36,556.01,106.21,94.65,134.72,6.52
2019-10-31,DL034,290.02,555.93,141.12,114.92,173.26,7.08
2019-11-01,DL034,412.07,668.21,80.89,109.39,120.62,5.71
2019-11-02,DL034,316.5,507.46,37.8,66.66,65.34,4.59
2019-11-03,DL034,582.97,688.26,20.72,53.68,44.88,4.31
2019-11-04,DL034,236.15,382.52,22.72,51.7,45.44,4.41
2019-11-05,DL034,174.33,357.38,26.87,49.23,47.57,4.45
2019-11-06,DL034,99.75,256.56,50.76,64.36,74.22,5.02
2019-11-07,DL034,204.44,311.09,33.56,53.67,55.15,4.68
2019-11-08,DL034,164.96,295.27,76.71,76.99,101.9,5.78
2019-11-09,DL034,146.15,259.57,42.61,54.4,62.77,5.06
2019-11-10,DL034,194.7,328.3,26.48,50.82,47.99,4.78
2019-11-11,DL034,247.68,423.28,69.79,80.52,98.18,5.7
2019-11-12,DL034,362.28,545.39,94.28,84.23,120.17,6.45
2019-11-13,DL034,400.39,587.74,109.49,96.91,136.34,6.81
2019-11-14,DL034,409.17,617.06,114.76,101.22,145.0,6.52
2019-11-15,DL034,486.75,644.9,48.46,65.31,73.08,5.99
2019-11-16,DL034,188.11,324.31,17.62,44.32,37.5,8.4
2019-11-17,DL034,102.44,178.25,6.83,28.62,20.65,7.21
2019-11-18,DL034,110.44,227.71,39.32,45.75,55.73,8.07
2019-11-19,DL034,123.19,257.37,61.64,59.89,80.87,9.51
2019-11-20,DL034,146.6,286.07,105.74,78.82,126.06,13.85
2019-11-21,DL034,197.96,357.86,200.25,125.48,226.09,22.59
2019-11-22,DL034,204.04,369.2,159.14,115.53,187.99,22.64
2019-11-23,DL034,149.06,279.88,59.83,64.84,82.01,14.7
2019-11-24,DL034,112.04,189.83,11.37,41.12,30.82,11.04
2019-11-25,DL034,120.45,241.72,47.15,58.03,68.3,12.53
2019-11-26,DL034,126.58,246.03,69.71,65.13,90.1,15.84
2019-11-27,DL034,68.19,162.14,13.15,37.41,30.39,11.17
2019-11-28,DL034,32.29,86.48,4.41,25.83,17.04,9.27
2019-11-29,DL034,60.04,140.88,20.7,39.33,37.35,9.61
2019-11-30,DL034,107.6,209.92,25.23,41.86,42.3,11.49
2019-12-01,DL034,121.3,208.41,20.54,39.94,37.49,10.72
2019-12-02,DL034,139.6,262.18,43.5,58.97,65.92,11.19
2019-12-03,DL034,132.14,271.72,36.34,57.58,56.41,9.14
2019-12-04,DL034,133.52,261.25,93.6,90.17,121.96,16.76
2019-12-05,DL034,248.87,405.99,132.78,107.24,163.37,14.53
2019-12-06,DL034,251.41,390.17,91.56,86.51,118.74,13.98
2019-12-07,DL034,275.41,410.09,88.42,78.53,111.87,13.03
2019-12-08,DL034,235.39,350.3,151.79,102.2,175.15,17.52
2019-12-09,DL034,205.69,347.07,128.77,97.58,151.32,15.64
2019-12-10,DL034,225.74,393.22,116.81,94.81,144.05,14.8
2019-12-11,DL034,268.22,422.83,140.65,100.61,165.18,16.3
2019-12-12,DL034,272.4,404.11,53.12,59.14,73.66,12.54
2019-12-13,DL034,100.41,131.6,4.56,25.44,17.13,7.36
2019-12-14,DL034,82.88,132.83,28.43,38.53,43.28,9.83
2019-12-15,DL034,102.61,150.88,18.22,34.54,32.86,9.08
2019-12-16,DL034,95.42,137.17,4.28,26.0,17.27,8.14
2019-12-17,DL034,91.47,143.75,10.6,26.13,22.41,6.65
2019-12-18,DL034,152.49,239.62,30.73,43.59,47.57,8.24
2019-12-19,DL034,231.43,346.75,38.75,52.17,54.91,10.4
2019-12-20,DL034,322.91,432.64,25.53,55.65,49.76,8.57
2019-12-21,DL034,273.96,367.47,23.82,49.04,44.93,8.52
2019-12-22,DL034,155.29,208.57,9.99,36.61,27.49,7.6
2019-12-23,DL034,188.24,262.94,11.44,38.52,29.52,6.78
2019-12-24,DL034,298.3,424.83,23.24,59.29,49.83,8.99
2019-12-25,DL034,187.86,262.49,10.88,42.98,31.4,13.32
2019-12-26,DL034,223.66,305.82,7.32,40.75,27.4,7.31
2019-12-27,DL034,246.44,359.55,16.13,50.25,39.41,7.63
2019-12-28,DL034,334.23,486.08,63.97,68.02,86.99,12.04
2019-12-29,DL034,404.4,537.07,34.65,64.6,61.74,10.96
2019-12-30,DL034,396.76,537.4,55.78,66.56,78.17,13.87
2019-12-31,DL034,261.34,378.6,47.51,56.26,67.67,12.13
2020-01-01,DL034,455.71,551.55,189.92,118.79,214.32,20.71
2020-01-02,DL034,337.39,441.48,205.12,130.7,232.72,21.94
2020-01-03,DL034,312.43,438.38,170.12,105.02,191.28,17.15
2020-01-04,DL034,204.69,315.49,96.51,79.54,119.05,10.57
2020-01-05,DL034,176.04,264.73,37.52,55.79,59.47,5.14
2020-01-06,DL034,164.42,284.1,54.17,68.12,79.48,6.33
2020-01-07,DL034,114.97,205.82,22.77,43.4,41.14,5.22
2020-01-08,DL034,123.92,152.41,23.61,35.74,38.05,4.52
2020-01-09,DL034,87.83,120.81,7.64,35.39,24.84,5.15
2020-01-10,DL034,135.09,211.17,26.3,50.93,47.64,7.08
2020-01-11,DL034,159.24,267.4,48.7,66.92,75.23,9.5
2020-01-12,DL034,223.86,368.31,108.29,88.25,133.08,12.33
2020-01-13,DL034,238.9,416.99,82.92,79.04,105.29,13.66
2020-01-14,DL034,116.14,167.93,11.15,43.78,32.04,8.68
2020-01-15,DL034,106.15,176.66,20.05,56.62,45.82,7.97
2020-01-16,DL034,137.56,194.56,20.15,52.39,43.8,9.05
2020-01-17,DL034,91.54,128.92,16.77,44.01,36.66,8.04
2020-01-18,DL034,130.35,194.36,28.83,58.39,53.73,8.62
2020-01-19,DL034,135.71,184.81,6.77,38.08,25.64,6.68
2020-01-20,DL034,139.79,218.24,27.55,43.12,45.06,5.8
2020-01-21,DL034,206.83,347.25,51.98,58.11,71.84,9.77
2020-01-22,DL034,212.18,308.73,59.52,61.16,79.84,11.1
2020-01-23,DL034,68.77,127.21,4.69,35.64,22.61,5.63
2020-01-24,DL034,70.61,154.98,17.57,42.36,36.44,6.15
2020-01-25,DL034,132.27,288.25,58.11,68.52,82.56,9.3
2020-01-26,DL034,177.98,296.06,88.89,74.31,110.49,11.86
2020-01-27,DL034,213.23,363.57,97.09,84.25,121.77,12.0
2020-01-28,DL034,119.44,178.48,8.32,37.89,26.69,7.95
2020-01-29,DL034,77.46,125.43,21.62,39.31,37.38,7.48
2020-01-30,DL034,93.23,162.36,26.33,47.25,46.18,8.76
2020-01-31,DL034,87.41,168.15,17.98,45.73,38.5,7.67
2020-02-01,DL034,99.29,182.51,36.21,55.15,58.04,8.89
2020-02-02,DL034,130.29,228.95,17.43,47.69,39.11,7.75
2020-02-03,DL034,130.77,254.03,36.11,60.03,59.71,8.26
2020-02-04,DL034,193.97,378.78,145.98,107.11,173.29,12.35
2020-02-05,DL034,155.26,270.02,56.39,69.66,81.79,10.47
2020-02-06,DL034,121.12,217.86,25.51,52.36,48.02,6.66
2020-02-07,DL034,153.14,264.18,90.71,83.69,115.09,6.81
2020-02-08,DL034,159.62,253.14,26.37,53.51,49.31,7.16
2020-02-09,DL034,160.71,271.69,30.69,54.32,52.3,5.34
2020-02-10,DL034,195.11,330.62,63.0,70.35,87.43,6.3
2020-02-11,DL034,178.46,309.74,105.37,91.35,132.17,7.62
2020-02-12,DL034,192.83,296.14,42.81,62.61,67.23,7.52
2020-02-13,DL034,101.16,174.42,3.54,38.43,23.16,7.0
2020-02-14,DL034,68.76,154.92,2.93,33.25,19.9,5.25
2020-02-15,DL034,82.82,180.29,13.76,44.21,34.0,6.54
2020-02-16,DL034,127.97,267.93,34.72,60.84,59.82,7.51
2020-02-17,DL034,166.26,310.69,71.03,78.24,97.92,8.14
2020-02-18,DL034,133.06,299.81,25.86,58.56,51.53,9.27
2020-02-19,DL034,135.61,311.86,59.97,72.93,86.49,7.91
2020-02-20,DL034,112.89,284.83,5.59,40.63,25.9,5.5
2020-02-21,DL034,60.28,132.06,3.54,28.82,18.12,4.45
2020-02-22,DL034,72.38,221.88,26.11,47.56,46.18,5.63
2020-02-23,DL034,111.25,221.19,59.69,64.95,81.23,7.54
2020-02-24,DL034,71.25,176.66,18.16,52.66,42.15,6.49
2020-02-25,DL034,146.08,262.52,17.13,50.05,40.1,6.61
2020-02-26,DL034,132.08,259.71,40.03,63.35,65.32,7.74
2020-02-27,DL034,117.82,246.38,14.18,49.49,36.92,6.45
2020-02-28,DL034,96.88,237.22,4.68,33.93,21.67,4.21
2020-02-29,DL034,69.04,162.2,3.43,29.36,18.32,3.99
2020-03-01,DL034,40.81,93.01,12.53,36.43,29.3,4.07
2020-03-02,DL034,104.76,248.16,60.06,81.76,91.05,7.23
2020-03-03,DL034,95.08,260.92,31.15,79.82,66.91,7.17
2020-03-04,DL034,104.48,327.02,21.1,73.03,55.48,6.45
2020-03-05,DL034,33.24,96.06,3.55,33.25,20.37,5.05
2020-03-06,DL034,17.78,35.59,2.78,27.85,17.0,4.7
2020-03-07,DL034,41.85,91.52,5.0,36.98,23.56,4.69
2020-03-08,DL034,60.62,125.67,6.66,48.35,31.19,5.22
2020-03-09,DL034,62.98,152.15,3.12,37.02,22.07,5.52
2020-03-10,DL034,88.41,191.19,2.58,31.79,19.03,4.73
2020-03-11,DL034,71.79,242.97,3.22,28.05,17.49,4.46
2020-03-12,DL034,73.8,301.07,9.21,44.85,31.05,5.16
2020-03-13,DL034,74.44,266.4,3.85,41.44,24.84,5.81
2020-03-14,DL034,42.9,153.34,2.18,29.14,17.19,5.52
2020-03-15,DL034,58.61,130.78,2.09,31.68,18.47,4.82
2020-03-16,DL034,70.23,195.06,7.34,40.15,27.09,5.29
2020-03-17,DL034,75.49,214.55,9.22,48.96,33.18,5.77
2020-03-18,DL034,72.57,222.05,10.92,56.5,38.17,6.25
2020-03-19,DL034,88.68,228.23,12.61,60.6,42.01,6.83
2020-03-20,DL034,108.82,318.64,18.33,59.5,45.82,7.38
2020-03-21,DL034,70.57,177.01,16.63,45.42,37.17,7.76
2020-03-22,DL034,76.39,132.29,3.15,28.7,17.77,7.33
2020-03-23,DL034,50.35,116.9,3.39,24.79,15.89,6.24
2020-03-24,DL034,58.61,140.31,2.92,22.8,14.54,6.21
2020-03-25,DL034,30.36,59.34,2.12,15.58,10.04,6.83
2020-03-26,DL034,35.33,71.0,1.37,11.94,7.59,6.0
2020-03-27,DL034,27.33,58.79,1.54,11.51,7.44,4.65
2020-03-28,DL034,15.46,31.21,1.35,11.54,7.31,4.37
2020-03-29,DL034,30.31,52.17,1.31,10.53,6.77,4.51
2020-03-30,DL034,26.85,46.09,1.31,11.06,6.96,4.98
2020-03-31,DL034,19.06,63.8,1.34,11.69,7.39,5.21
2020-04-01,DL034,28.75,57.69,1.55,12.12,7.79,4.9
2020-04-02,DL034,23.15,54.55,1.56,10.96,7.21,4.48
2020-04-03,DL034,29.02,59.49,1.39,11.44,7.29,4.28
2020-04-04,DL034,39.68,73.98,1.3,13.77,8.43,5.06
2020-04-05,DL034,39.48,78.25,1.59,18.84,11.23,4.77
2020-04-06,DL034,52.52,97.08,1.68,16.79,9.9,5.02
2020-04-07,DL034,36.54,93.08,1.41,10.94,7.05,4.19
2020-04-08,DL034,28.19,77.15,1.38,10.5,6.79,4.39
2020-04-09,DL034,32.7,72.64,1.67,14.65,9.21,5.99
2020-04-10,DL034,55.9,104.51,2.25,19.99,12.36,7.89
2020-04-11,DL034,51.01,106.45,4.44,21.42,15.02,8.21
2020-04-12,DL034,38.98,91.91,1.44,12.55,7.93,8.34
2020-04-13,DL034,65.64,131.8,1.97,17.44,10.91,10.58
2020-04-14,DL034,52.97,128.26,2.53,22.77,14.07,8.08
2020-04-15,DL034,60.59,182.64,2.77,19.81,12.78,10.88
2020-04-16,DL034,66.93,167.36,4.56,22.39,15.57,11.13
2020-04-17,DL034,24.09,80.94,1.38,12.91,8.07,7.91
2020-04-18,DL034,25.12,93.59,1.38,11.52,7.28,5.01
2020-04-19,DL034,28.78,60.45,1.74,13.69,8.7,6.02
2020-04-20,DL034,41.26,84.4,3.48,20.87,13.96,7.37
2020-04-21,DL034,33.96,74.32,1.43,13.74,8.56,6.42
2020-04-22,DL034,57.36,105.9,1.74,17.22,10.57,7.31
2020-04-23,DL034,46.89,102.91,1.91,19.83,12.05,6.84
2020-04-24,DL034,72.79,125.95,1.6,18.42,10.91,6.92
2020-04-25,DL034,34.15,78.05,1.46,13.42,8.39,5.74
2020-04-26,DL034,46.5,104.5,1.52,12.8,8.08,6.07
2020-04-27,DL034,25.23,48.77,1.29,8.97,5.94,4.04
2020-04-28,DL034,33.6,67.02,1.49,13.47,8.44,4.57
2020-04-29,DL034,51.3,98.88,1.51,14.76,9.14,5.63
2020-04-30,DL034,50.75,116.8,1.59,13.17,8.19,4.93
2020-05-01,DL034,55.96,127.95,1.62,13.02,8.31,4.8
2020-05-02,DL034,33.93,104.34,1.53,10.23,6.71,6.02
2020-05-03,DL034,32.21,80.39,1.58,12.18,7.85,6.67
2020-05-04,DL034,22.28,48.98,1.43,16.07,9.58,7.6
2020-05-05,DL034,46.04,86.98,2.1,17.04,10.8,8.82
2020-05-06,DL034,52.64,137.48,1.72,21.34,12.75,9.08
2020-05-07,DL034,32.17,82.38,2.34,18.92,12.08,7.47
2020-05-08,DL034,43.25,110.81,3.91,25.4,17.0,7.06
2020-05-09,DL034,53.22,143.17,3.81,24.76,16.61,8.59
2020-05-10,DL034,40.95,115.66,3.92,25.19,16.93,8.58
2020-05-11,DL034,36.94,89.57,3.64,25.95,17.08,6.7
2020-05-12,DL034,39.22,95.19,4.15,26.17,17.62,4.9
2020-05-13,DL034,62.52,136.93,4.1,26.62,17.81,4.88
2020-05-14,DL034,42.69,111.81,6.54,32.88,23.07,5.57
2020-05-15,DL034,38.39,90.08,3.76,25.68,16.8,6.59
2020-05-16,DL034,67.6,126.82,4.04,32.17,20.11,7.64
2020-05-17,DL034,77.12,156.66,6.43,47.06,27.55,9.58
2020-05-18,DL034,78.95,162.68,7.54,48.09,24.07,13.39
2020-05-19,DL034,83.35,168.42,18.17,65.24,34.74,11.53
2020-05-20,DL034,55.92,135.6,5.39,50.12,24.06,11.06
2020-05-21,DL034,44.33,140.89,6.7,40.75,22.51,10.97
2020-05-22,DL034,57.81,151.77,13.23,67.3,37.71,13.38
2020-05-23,DL034,54.6,170.57,10.33,52.73,29.02,8.9
2020-05-24,DL034,42.15,156.11,5.33,37.9,21.22,8.23
2020-05-25,DL034,51.17,139.66,6.82,41.99,21.63,14.88
2020-05-26,DL034,40.01,156.28,26.23,57.16,39.77,9.89
2020-05-27,DL034,39.36,156.09,4.64,46.01,19.95,9.2
2020-05-28,DL034,41.89,249.76,4.68,23.68,12.0,6.08
2020-05-29,DL034,26.97,76.71,4.66,24.25,14.01,4.5
2020-05-30,DL034,22.11,65.41,5.16,27.31,15.08,4.57
2020-05-31,DL034,18.05,40.72,5.42,23.14,11.27,3.29
2020-06-01,DL034,40.65,88.92,5.67,39.87,21.21,4.45
2020-06-02,DL034,45.31,109.19,5.12,49.33,30.49,4.76
2020-06-03,DL034,48.74,130.27,7.7,52.58,34.29,4.2
2020-06-04,DL034,55.23,121.44,11.62,56.93,39.7,5.97
2020-06-05,DL034,33.53,81.19,11.21,41.47,31.27,5.69
2020-06-06,DL034,31.15,93.64,6.04,46.66,29.85,5.33
2020-06-07,DL034,36.82,85.22,6.41,42.27,27.86,6.32
2020-06-08,DL034,38.57,100.32,6.4,45.93,29.77,5.3
2020-06-09,DL034,60.35,140.84,7.54,56.06,35.97,6.08
2020-06-10,DL034,57.32,149.41,10.17,61.84,41.07,6.24
2020-06-11,DL034,48.78,127.29,8.47,59.13,38.34,7.45
2020-06-12,DL034,61.89,154.76,8.22,45.68,31.08,6.47
2020-06-13,DL034,51.61,152.26,7.11,35.63,24.94,4.99
2020-06-14,DL034,65.72,166.16,8.07,39.05,27.67,6.34
2020-06-15,DL034,44.16,136.17,7.06,69.96,42.86,9.03
2020-06-16,DL034,42.92,158.14,7.5,53.32,34.5,7.6
2020-06-17,DL034,34.6,156.18,5.21,27.65,19.42,7.41
2020-06-18,DL034,41.83,154.01,5.45,35.28,23.43,7.69
2020-06-19,DL034,63.11,250.24,5.61,32.16,21.9,8.61
2020-06-20,DL034,37.5,140.27,6.57,32.9,23.03,8.05
2020-06-21,DL034,46.64,144.74,6.66,38.91,26.3,6.81
2020-06-22,DL034,38.03,86.52,5.73,23.34,17.4,7.18
2020-06-23,DL034,28.46,89.11,5.35,15.02,12.74,8.32
2020-06-24,DL034,30.09,79.87,5.8,16.29,13.68,7.49
2020-06-25,DL034,32.4,78.06,7.4,19.43,16.69,9.73
2020-06-26,DL034,43.68,103.91,6.35,21.3,16.67,11.16
2020-06-27,DL034,39.33,147.43,6.49,14.87,13.56,11.65
2020-06-28,DL034,65.52,303.38,9.14,20.27,18.31,10.43
2020-06-29,DL034,42.39,176.54,8.27,53.37,35.3,10.06
2020-06-30,DL034,41.91,113.73,6.01,19.06,15.4,9.0
2020-07-01,DL034,50.0,128.0,4.61,16.51,12.93,10.5
2018-11-11,DL036,213.77,300.67,80.19,33.52,83.2,13.5
2018-11-12,DL036,222.42,342.14,95.72,51.87,105.63,16.11
2018-11-13,DL036,215.81,337.2,62.57,51.79,78.56,15.49
2018-11-14,DL036,110.73,165.22,50.16,39.13,61.72,13.32
2018-11-15,DL036,87.98,140.29,25.29,33.89,38.64,10.48
2018-11-16,DL036,145.72,204.05,8.55,30.74,23.32,8.93
2018-11-17,DL036,114.09,186.53,9.67,33.11,25.5,9.35
2018-11-18,DL036,122.41,196.67,74.62,31.68,77.69,10.83
2018-11-19,DL036,166.03,271.55,33.89,46.85,52.55,10.9
2018-11-20,DL036,179.53,270.1,38.67,34.69,49.97,12.58
2018-11-21,DL036,180.38,277.47,19.35,33.32,33.49,9.36
2018-11-22,DL036,110.36,201.85,106.79,62.5,114.2,13.89
2018-11-23,DL036,152.91,246.14,51.98,39.69,63.5,14.68
2018-11-24,DL036,92.64,176.54,6.99,32.47,22.96,13.25
2018-11-25,DL036,91.83,172.59,14.27,31.81,28.56,13.28
2018-11-26,DL036,164.57,254.9,31.57,32.35,42.95,20.18
2018-11-27,DL036,140.83,223.88,86.92,27.45,85.48,11.38
2018-11-28,DL036,137.19,213.18,78.09,33.96,81.74,7.59
2018-11-29,DL036,158.58,236.93,52.43,34.52,61.11,7.34
2018-11-30,DL036,162.4,252.38,11.53,37.6,29.4,8.58
2018-12-01,DL036,130.25,218.03,29.65,31.71,41.04,9.62
2018-12-02,DL036,104.8,184.68,87.77,30.91,88.01,10.76
2018-12-03,DL036,130.08,217.69,67.96,34.73,73.88,10.72
2018-12-04,DL036,150.57,241.06,82.07,36.21,86.17,10.53
2018-12-05,DL036,132.0,212.46,59.07,31.01,64.66,8.85
2018-12-06,DL036,160.93,261.93,86.48,38.2,90.83,11.05
2018-12-07,DL036,158.3,253.69,41.85,33.81,52.1,10.51
2018-12-08,DL036,154.97,238.48,54.83,33.66,62.62,10.67
2018-12-09,DL036,198.08,298.84,120.75,43.11,121.38,14.52
2018-12-10,DL036,268.66,392.36,149.44,40.13,143.19,14.28
2018-12-11,DL036,246.8,363.61,81.5,40.69,88.09,8.21
2018-12-12,DL036,166.47,238.77,89.92,37.68,93.36,8.07
2018-12-13,DL036,89.09,138.24,34.51,29.94,44.06,8.08
2018-12-14,DL036,98.29,154.98,24.62,31.01,36.56,6.89
2018-12-15,DL036,109.99,170.72,13.28,33.37,28.59,7.58
2018-12-16,DL036,115.24,177.6,14.57,34.66,30.32,10.6
2018-12-17,DL036,157.15,237.6,38.18,39.18,51.97,10.49
2018-12-18,DL036,188.28,277.2,36.83,44.34,53.6,12.75
2018-12-19,DL036,164.96,241.91,12.86,36.97,30.15,9.84
2018-12-20,DL036,176.36,257.1,56.0,37.58,65.65,10.63
2018-12-21,DL036,209.93,300.4,42.62,39.34,55.67,10.44
2018-12-22,DL036,275.83,392.5,77.23,51.04,90.11,13.81
2018-12-23,DL036,306.9,418.67,102.6,39.0,104.4,11.93
2018-12-24,DL036,280.71,396.15,68.75,47.54,81.34,10.64
2018-12-25,DL036,256.62,354.56,34.26,37.87,48.07,8.77
2018-12-26,DL036,159.35,239.46,23.28,34.21,37.18,8.25
2018-12-27,DL036,208.67,304.79,88.63,41.82,94.5,11.58
2018-12-28,DL036,219.15,313.23,13.82,35.88,30.36,9.47
2018-12-29,DL036,166.0,249.58,25.37,35.26,39.45,9.27
2018-12-30,DL036,208.54,307.29,73.63,35.0,78.64,13.22
2018-12-31,DL036,239.65,350.52,67.5,40.1,76.37,13.62
2019-01-01,DL036,192.6,305.58,64.84,35.99,72.01,12.57
2019-01-02,DL036,256.4,380.48,87.94,38.16,92.0,11.27
2019-01-03,DL036,285.58,405.58,50.04,49.56,67.16,9.87
2019-01-04,DL036,229.04,355.69,48.67,56.61,69.8,8.85
2019-01-05,DL036,255.08,382.5,140.35,36.41,133.79,9.19
2019-01-06,DL036,173.0,229.83,24.52,35.41,38.83,5.22
2019-01-07,DL036,158.35,235.17,29.63,31.26,40.79,8.06
2019-01-08,DL036,141.52,205.06,18.26,29.21,30.42,6.72
2019-01-09,DL036,133.75,211.12,7.31,37.41,25.86,7.78
2019-01-10,DL036,124.1,192.54,11.11,34.5,27.42,9.98
2019-01-11,DL036,220.6,317.94,131.98,54.17,136.41,14.23
2019-01-12,DL036,238.25,319.0,83.6,44.55,91.86,10.21
2019-01-13,DL036,262.71,360.54,71.7,46.63,83.26,7.69
2019-01-14,DL036,100.46,158.42,3.35,32.63,20.1,7.77
2019-01-15,DL036,107.96,166.58,6.04,36.02,24.08,10.98
2019-01-16,DL036,211.21,309.23,75.84,46.47,86.55,12.78
2019-01-17,DL036,327.25,434.56,101.66,54.12,111.65,12.14
2019-01-18,DL036,182.48,276.96,26.3,44.67,45.2,7.31
